id,topic,difficulty,question,optionA,optionB,optionC,optionD,correctLetter,correctAnswer,explanation,source,tags
markings-parking-028,markings-parking,hard,Within what distance of a pedestrian safety zone may you not park?,10 feet,15 feet,20 feet,30 feet,C,20 feet,You may not park within 20 feet of a pedestrian safety zone. These designated areas ensure drivers maintain clear space for pedestrian access.,"WA Driver Guide §4.18, p. 144",parking|pedestrian-safety
markings-parking-029,markings-parking,medium,You are parking your car facing downhill on a street with a curb. Which way should you turn your front wheels?,Straight ahead,Away from the curb (toward the road),Toward the curb,It doesn't matter as long as the parking brake is set,C,Toward the curb,"When facing downhill, turn your steering wheel toward the curb until the front of your front tire touches the curb. If the vehicle rolls, it will roll into the curb rather than into traffic.","WA Driver Guide §4.18, p. 149",parking|hills
markings-parking-030,markings-parking,medium,You are parked facing uphill on a street with a tall curb. Which way should your front wheels be turned?,Away from the curb (toward the road),Toward the curb,Straight ahead,At a 45-degree angle toward the sidewalk,A,Away from the curb (toward the road),"On hills with tall curbs, turn your steering wheel away from the curb until the back of your front tire touches the curb. If the vehicle rolls backward, it will roll into the curb.","WA Driver Guide §4.18, p. 148",parking|hills
markings-parking-031,markings-parking,medium,You are parked on a hill with no curb. Which way should you turn your wheels?,Straight ahead,Toward the center of the road,Toward the edge of the road,Alternate left and right to wedge the tires,C,Toward the edge of the road,"If there is no curb, turn your steering wheel and tires toward the edge of the road so that if the vehicle starts to roll, it will roll away from traffic.","WA Driver Guide §4.18, p. 149",parking|hills
markings-parking-032,markings-parking,hard,It is a crime to leave a child unattended in a parked vehicle with the motor running if the child is under what age?,8 years old,12 years old,14 years old,16 years old,D,16 years old,It is a crime to leave a child under the age of 16 unattended in a parked vehicle while the motor is running.,"WA Driver Guide §4.18, p. 145",parking|children
markings-parking-033,markings-parking,hard,What is the youngest age at which a child may legally be left unattended in a parked vehicle (motor off)?,8 years old,12 years old,10 years old,14 years old,B,12 years old,"It is a crime to leave a child under the age of 12 unattended in a parked vehicle, regardless of whether the motor is running.","WA Driver Guide §4.18, p. 145",parking|children
markings-parking-034,markings-parking,medium,You see white stripes painted next to a disabled parking space. These stripes are called an access aisle and you:,May park there briefly if the disabled space is full,May use the area for loading groceries,Must keep the area clear—you can be fined for blocking it,May park a motorcycle there,C,Must keep the area clear—you can be fined for blocking it,The white-striped access aisle next to a reserved disabled parking space must be kept clear. You can be fined for parking in the stall without a placard and/or for blocking the access aisle.,"WA Driver Guide §4.18, p. 149",parking|disabled-parking
markings-parking-035,markings-parking,easy,When is it illegal to park in an electric vehicle charging station?,When your vehicle is not connected to the charging equipment,Only during peak hours,Only if the charging station is occupied by another vehicle,Only on weekends and holidays,A,When your vehicle is not connected to the charging equipment,It is illegal to park a vehicle in any electric vehicle charging station if the vehicle is not connected to the charging equipment.,"WA Driver Guide §4.18, p. 150",parking|ev-charging
markings-parking-036,markings-parking,medium,"When towing a boat, trailer, or camper, what are you responsible for knowing?",Only the weight limits,Only the speed limits on highways,"Weight limits, vehicle restrictions, tow cables, taillight hookups, service brakes, and licensing",Only the route you will take,C,"Weight limits, vehicle restrictions, tow cables, taillight hookups, service brakes, and licensing","When towing, you are responsible for following all manufacturer agreements, state laws, and federal standards regarding weight limits, vehicle restrictions, tow cables and taillight hookups, service brakes, and licensing/documentation.","WA Driver Guide §4.19, p. 150",transporting|towing
markings-parking-037,markings-parking,easy,Which of the following is a legal way to secure a load in your vehicle or trailer?,Place heavy items on top so they won't shift,Close the tailgate—no other securing is needed,Drive slowly so items will not shift,"Tie items down with rope, netting, or straps",D,"Tie items down with rope, netting, or straps","To secure your load, tie everything down with rope, netting, or straps. Large objects must be tied directly to the vehicle or trailer. Driving with an unsecured load is illegal and dangerous.","WA Driver Guide §4.19, p. 151",transporting|load-security
markings-parking-038,markings-parking,medium,Is it legal to transport an animal in the open bed of a truck in Washington?,"Yes, with no restrictions","No, unless the animal is in a protective harness or enclosure","Yes, but only if the animal is small","No, animals may never ride in the bed of a truck",B,"No, unless the animal is in a protective harness or enclosure",It is illegal to transport an animal outside a vehicle (such as a truck bed) without a protective harness or enclosure so the animal cannot jump or fall out.,"WA Driver Guide §4.19, p. 151",transporting|animals
markings-parking-039,markings-parking,medium,"While waiting in a ferry holding lane in a residential area, what must you avoid?",Using your headlights,Blocking residential driveways or intersections,Listening to music,Having passengers exit the vehicle,B,Blocking residential driveways or intersections,"If you are in a ferry holding lane in a residential area, you must not block residential driveways or intersections.","WA Driver Guide §4.20, p. 152",maritime|ferries
markings-parking-040,markings-parking,medium,What is the speed limit when driving on ocean beaches in Washington?,15 mph,20 mph,35 mph,25 mph,D,25 mph,"The speed limit on ocean beaches in Washington is 25 mph. The beach is considered a state highway, so all driving laws apply, and pedestrians and bicyclists have the right-of-way at all times.","WA Driver Guide §4.20, p. 152",maritime|beaches|speed
speed-space-001,speed-space,easy,What is the maximum speed limit in a school zone in Washington?,20 mph,15 mph,25 mph,30 mph,A,20 mph,The maximum speed limit in a school zone is 20 mph. Exceeding this is particularly dangerous due to the presence of children.,"WA Driver Guide §4.17, p. 140",speed-limits|school-zones
speed-space-002,speed-space,easy,"What is the maximum speed limit in cities, towns, and on ocean beaches in Washington?",25 mph,20 mph,30 mph,35 mph,A,25 mph,"The maximum speed limit in cities, towns, and on ocean beaches is 25 mph unless otherwise posted.",RCW 46.61.400(2)(a),speed-limits|urban
speed-space-003,speed-space,easy,What is the maximum speed limit on county roads in Washington?,50 mph,45 mph,55 mph,60 mph,A,50 mph,The maximum speed limit on county roads is 50 mph unless otherwise posted.,RCW 46.61.400(2)(b),speed-limits|county-roads
